nome,tipo,indirizzo_stradale,comune,provincia,cap,lat,lon
"Little Italy","restaurant","Vicolo Crocioni","Verona","Verona","37121","45.4423278","10.9985498"
"Terra Cimbra","restaurant","Via del Mercato","Bosco Chiesanuova","Verona","37021","45.6225447","11.0294594"
"Hotel Frizzolan","restaurant","Piazza Borgo","Bosco Chiesanuova","Verona","37021","45.6220115","11.0303438"
"Da Nani","restaurant","Piazzetta Commercio","Bosco Chiesanuova","Verona","37021","45.621263","11.0309034"
"La Pissa de Verona","restaurant","Via Ponte Cittadella","Verona","Verona","37122","45.4371292","10.9939114"
"El Refol","restaurant","Lungolago Regina Adelaide","Garda","Verona","37016","45.5763629","10.7056011"
"Alla Corteccia","restaurant","Via Semonte","San Pietro in Cariano","Verona","37029","45.5153353","10.9139782"
"Tabulé","restaurant","Via Nicola Mazza","Verona","Verona","37129","45.4383617","11.0046149"
"La Terrazza","restaurant","Via Risorgimento","Peschiera del Garda","Verona","37019","45.4402275","10.6886418"
"Rifugio Boschetto","restaurant","286","Selva di Progno","Verona","37030","45.6889136","11.1206545"
"","restaurant","Via Gesso","Camporengo","Verona","37010","45.525787","10.800447"
"La sosta","restaurant","SP27a","Cavaion Veronese","Verona","37010","45.5226737","10.8025324"
"Rifugio San Carlo","restaurant","","Roverè Veronese","Verona","37028","45.6276131","11.0879154"
"Re Lear RistOsteria","restaurant","Piazza Cavour","Malcesine","Verona","37018","45.7654283","10.8091463"
"La Rocca","restaurant","Strada Sem e Pigno","Bardolino","Verona","37011","45.5666138","10.7270082"
"De Gusto","restaurant","Via Camporosolo","San Bonifacio","Verona","37047","45.3950155","11.2704317"
"I Tigli","restaurant","Via Camporosolo","San Bonifacio","Verona","37047","45.3950071","11.2707241"
"Da Osei","restaurant","Via della Libertà","San Bonifacio","Verona","37047","45.3944044","11.2725748"
"Al Centro","restaurant","Via Guglielmo Marconi","San Bonifacio","Verona","37047","45.3950805","11.2690558"
"Moro Freoni","restaurant","Via Brennero","Pescantina","Verona","37026","45.487051","10.8959786"
"Ristorante Al Teatro","restaurant","","Lazise","Verona","37017","45.491461","10.7345942"
"Ristorante La Terrazza","restaurant","","Lazise","Verona","37017","45.4930204","10.7309209"
"Ristorante Ai Cigni","restaurant","Via San Francesco d'Assisi","Garda","Verona","37016","45.5730727","10.7095612"
"Parisienne","restaurant","Via Tagliamento","San Bonifacio","Verona","37047","45.3999472","11.2818137"
"DiGusto","restaurant","Via Fiume","San Bonifacio","Verona","37047","45.4000414","11.2814704"
"Corte San Marco","restaurant","Via Porta del Lion","Lazise","Verona","37017","45.505019","10.7332208"
"La Sorrentina","restaurant","Via Postale Vecchia","Pescantina","Verona","37026","45.4951311","10.867635"
"Cortem","restaurant","Via San Giovanni","Garda","Verona","37016","45.5763363","10.7069115"
"Osteria Silvestro","restaurant","Via San Giovanni","Garda","Verona","37016","45.5766919","10.7061367"
"Locanda Colla","restaurant","Via Villanova","San Bonifacio","Verona","37047","45.4022684","11.2681827"
"Kavya","restaurant","Via Nazario Sauro","San Bonifacio","Verona","37047","45.3992033","11.2638804"
"all' rologio","restaurant","Vicolo Fontana","Peschiera del Garda","Verona","37019","45.4384412","10.6938608"
"Pizzeria Aril","restaurant","Via Porto","Cassone","Verona","37018","45.7342203","10.7893783"
"Tavernetta","restaurant","Via Trento","San Bonifacio","Verona","37047","45.4007053","11.2730657"
"Brasa Querta","restaurant","Via Trento","San Bonifacio","Verona","37047","45.4009699","11.2718533"
"La Rustica","restaurant","Via Trento","San Bonifacio","Verona","37047","45.4007189","11.2713021"
"L'Osteria di Via Roma","restaurant","Vicoletto Corte Pittora","Soave","Verona","37038","45.4211087","11.2484354"
"Ambrosia","restaurant","Via Morando","San Bonifacio","Verona","37047","45.3987589","11.2689739"
"Enosteria","restaurant","Via Ceola","San Bonifacio","Verona","37047","45.3988577","11.2692153"
"Ristorante Papa","restaurant","Via Bell'Italia","Peschiera del Garda","Verona","37019","45.4475467","10.6686403"
"La Perla","restaurant","Passeggiata Clelia Guazzi Leoncini","Peschiera del Garda","Verona","37019","45.4449364","10.6839672"
"Parco Ottocento","restaurant","Via Boscomantico","Verona","Verona","37124","45.4747456","10.9372222"
"Trattoria da Nonna Pina","restaurant","Via A. Bottura","Malcesine","Verona","37018","45.764772","10.8085801"
"Bistrot del Porto","restaurant","Via Imbarcadero","Castelletto","Verona","37010","45.6874382","10.74995"
"Ristorante Pensione Panoramica","restaurant","Via Belvedere","Assenza","Verona","37010","45.7204844","10.7807883"
"Pizzeria da Vincenzo","restaurant","Piazza Nogara","Verona","Verona","37121","45.4402259","10.9965639"
"Filù","restaurant","Via Legnago","Verona","Verona","37134","45.4059204","11.003647"
"Coffee Break Trattoria Bar","restaurant","Via dell'Industria","Rivoli Veronese","Verona","37010","45.5431841","10.8053852"
"Osteria del bugiardo","restaurant","Via Casette di Santa Maria","Negrar di Valpolicella","Verona","37024","45.5045103","10.9339915"
"La botteghina","restaurant","Via Milano","Peschiera del Garda","Verona","37019","45.440284","10.6850919"
"Raffilù","restaurant","Piazza Ferdinando di Savoia","Peschiera del Garda","Verona","37019","45.4383596","10.6957658"
"Albergo Ristorante Leso","restaurant","Piazza XIII Comuni","Bosco Chiesanuova","Verona","37021","45.6245484","11.0524702"
"Ostaria Trattoria Castel","restaurant","Via Chiesa","Grezzana","Verona","37023","45.5470206","10.9940173"
"Gio & Max","restaurant","Piazza Vittorio Emanuele II","Lazise","Verona","37017","45.5053473","10.7326484"
"Locanda Monte Baldo","restaurant","Via San Michele","Malcesine","Verona","37018","45.7697195","10.8322425"
"Trattoria all'Isolo","restaurant","Piazza Isolo","Verona","Verona","37129","45.4423598","11.0037638"
"Mameli","restaurant","Via Goffredo Mameli","Verona","Verona","37125","45.4520329","10.9884605"
"","restaurant","Via Ugo Foscolo","Bardolino","Verona","37011","45.5523373","10.7183363"
"Lo Scoglio","restaurant","Via Milano","Castelnuovo del Garda","Verona","37017","45.4371777","10.7378107"
"Il Grillo","restaurant","Via Milano","Castelnuovo del Garda","Verona","37017","45.4375165","10.7398492"
"Confine","restaurant","Via Confine","Lazise","Verona","37017","45.438051","10.7404286"
"Trattoria dalla Renata","restaurant","SP39","Castelletto","Verona","37038","45.4038418","11.2216705"
"Italia","restaurant","Via Ciro Ferrari","Verona","Verona","37135","45.407593","10.9779905"
"Frasete","restaurant","Via Ugo Foscolo","San Giovanni Lupatoto","Verona","37057","45.3810137","11.0433836"
"Roadhouse","restaurant","Via Monte Altissimo","San Giovanni Lupatoto","Verona","37057","45.3934523","11.0301057"
"Al Sole","restaurant","Via Monti Lessini","San Rocco","Verona","37020","45.5656544","10.9148043"
"Ai Torcoli","restaurant","Strada Provinciale della Val Gatara","Pezza","Verona","37020","45.5514396","10.9083295"
"La locanda di nonna Ida","restaurant","Strada Provinciale della Val Gatara","San Rocco","Verona","37020","45.5725183","10.9152791"
"","restaurant","Via Giuseppe Garibaldi","Sant'Ambrogio di Valpolicella","Verona","37015","45.523718","10.8345218"
"i 5 sapori wond","restaurant","Via Tangenziale","Peschiera del Garda","Verona","37019","45.4333917","10.7107763"
"Trattoria Arco dei Gavi","restaurant","Corso Cavour","Verona","Verona","37121","45.4399349","10.9894603"
"La Tua Pizza","restaurant","Via Roma","Grezzana","Verona","37023","45.5180018","11.0164296"
"Trattoria al Taolon","restaurant","Via Venti Settembre","Cavalcaselle","Verona","37014","45.4375476","10.7277767"
"Agribirrificio Laorno","restaurant","Contrada Beccherli","Bosco Chiesanuova","Verona","37021","45.648014","11.0559643"
"Torcolo","restaurant","Via Carlo Cattaneo","Verona","Verona","37121","45.4396001","10.9919853"
"Gunè","restaurant","Via Venticinque Aprile","Cavalcaselle","Verona","37014","45.4388813","10.7177295"
"Locanda '800","restaurant","Via Moron","Negrar di Valpolicella","Verona","37024","45.5170653","10.9281349"
"Osteria alla Pieve","restaurant","Via della Pieve","San Pietro in Cariano","Verona","37029","45.5172373","10.9078521"
"Pizzeria al taglio Bela e Bona","restaurant","Via Ghetto","Verona","Verona","37137","45.4203447","10.958578"
"La Cambusa","restaurant","Vicolo Parrocchia","Malcesine","Verona","37018","45.7633451","10.807466"
"Tramonti","restaurant","Via Golino","Verona","Verona","37135","45.4020123","10.9907886"
"Ristorante Golf Club Verona","restaurant","Via Pezzarara","Sommacampagna","Verona","37066","45.3964084","10.8212878"
"Ristorante Pizzeria del Porto","restaurant","Lungolago Barbarani","Albisano","Verona","37010","45.6090093","10.6853432"
"Osteria La Mattarana","restaurant","Via Mattarana","Verona","Verona","37132","45.4404522","11.0598018"
"Trattoria Dai Fasolini","restaurant","Via Monte Pasubio","San Pietro in Cariano","Verona","37029","45.5265048","10.8707052"
"Agriturismo Al Casotto","restaurant","Strada Provinciale 33 del Pastello","Fumane","Verona","37022","45.5649465","10.8706472"
"Agriturismo El Bocolar","restaurant","Strada Provinciale della Val Gatara","San Rocco","Verona","37020","45.5784239","10.9389125"
"Antica Osteria della Valpolicella","restaurant","Via Monti Lessini","San Rocco","Verona","37020","45.5655749","10.9141253"
"Country House dalla Caterina","restaurant","Via Cà Cornocchio","Fumane","Verona","37022","45.5557495","10.8795537"
"Bar Trattoria Passeggiata","restaurant","","Spiazzi","Verona","37013","45.6423335","10.8545798"
"Osteria Ljetzan","restaurant","Piazza Don Domenico Mercante","Giazza","Verona","37030","45.6531317","11.1226742"
"Bar Bici Grill","restaurant","Via Zuane Osteria","Rivoli Veronese","Verona","37010","45.5868225","10.816724"
"Pizzeria Cimbra","restaurant","Piazza Don Domenico Mercante","Giazza","Verona","37030","45.6528786","11.1222866"
"Trattoria a Monte","restaurant","Via Vesan","Sant'Ambrogio di Valpolicella","Verona","37015","45.5671655","10.8428795"
"Trattoria da Nicola","restaurant","Via Quari","Sant'Ambrogio di Valpolicella","Verona","37015","45.5670221","10.8455756"
"Al Cacciatore","restaurant","","Ferrara di Monte Baldo","Verona","37020","45.6892562","10.8518945"
"La Bella Cina","restaurant","Via Giovanni Pascoli","Bussolengo","Verona","37012","45.4709348","10.8480546"
"Enoteca della Valpolicella","restaurant","Via Osan","Fumane","Verona","37022","45.5407008","10.891441"
"Trattoria Righetti","restaurant","Via San Giuseppe","Negrar di Valpolicella","Verona","37024","45.5221364","10.9805994"
"Al Borgo dell' Arusnate","restaurant","Piazza della Pieve","Sant'Ambrogio di Valpolicella","Verona","37015","45.5340982","10.8500406"
"La Cantina di Romeo","restaurant","Via Arche Scaligere","Verona","Verona","37121","45.4437792","10.9991147"
"Trattoria Alla Pesa","restaurant","Via San Brizio","Costalunga","Verona","37032","45.4490518","11.2977915"
"America Graffiti","restaurant","Via Cà Nova Zampieri","San Giovanni Lupatoto","Verona","37057","45.3908621","11.0176468"
"Roeno","restaurant","Via Mama","Belluno Veronese","Verona","37020","45.6918023","10.9047591"
"Corte Montinioni","restaurant","Via Montioni","Lazise","Verona","37017","45.509447","10.7577976"
"Caffè Amaro","restaurant","Piazzale Roma","Garda","Verona","37017","45.572985","10.7099544"
"Pastificio Zeviano","restaurant","Via Vittorio Veneto","Zevio","Verona","37059","45.373108","11.1283039"
"Parolin ai Due Mori","restaurant","Via Ognissanti","Villafranca di Verona","Verona","37062","45.3711034","10.9238675"
"Thai Orchidee","restaurant","Piazza Calderini","Garda","Verona","37016","45.5757141","10.7078619"
"","restaurant","Via Casella","Malcesine","Verona","37018","45.7647674","10.8076833"
"Agriturismo Fior di Maggio","restaurant","Via Pompea","Pescantina","Verona","37026","45.4923624","10.8297762"
"Ristorante En Bocon","restaurant","Via Corno d'Aquilio","Pescantina","Verona","37026","45.5039069","10.8395894"
"Ristorante Sacchetto","restaurant","Via Motte Prima","Zevio","Verona","37050","45.3475995","11.0898952"
"Sagami","restaurant","Via Dogana","Verona","Verona","37121","45.4389202","11.0007115"
"Marinato","restaurant","Via San Rocchetto","Verona","Verona","37121","45.4419391","10.9961826"
"Ichiban Ramen","restaurant","Lungadige Porta Vittoria","Verona","Verona","37129","45.4387247","11.0022712"
"Trattoria Al Bersagliere","restaurant","Via Dietro Pallone","Verona","Verona","37121","45.4363044","10.9980386"
"Bar Trattoria Bighignoli Ornella","restaurant","Via Sasse","Verona","Verona","37132","45.4109721","11.0581993"
"Pizzeria Trattoria al Porto","restaurant","Via Girolamo Savonarola","Verona","Verona","37133","45.4320086","11.0210542"
"PizziKotto","restaurant","Corso Venezia","Verona","Verona","37131","45.4395308","11.0163509"
"M'infarino","restaurant","Via Giacomo Matteotti","Legnago","Verona","37045","45.1913266","11.309819"
"Agriturismo Albarello","restaurant","Via Albarello di Sotto","Sona","Verona","37060","45.4437081","10.7930374"
"Trattoria Belvedere","restaurant","Via Belvedere","San Giorgio in Salici","Verona","37060","45.4254106","10.7869528"
"Trattoria Pane e Vino","restaurant","Via Vittorio Veneto","Bovolone","Verona","37051","45.2592701","11.1230081"
"Locanda degli Scaligeri","restaurant","Via Marcantonio Bentegodi","Verona","Verona","37122","45.4358533","10.9914599"
"Costadoro","restaurant","Via Costa d'Oro","Cisano","Verona","37011","45.5345986","10.7379744"
"Restaurant Pizzeria La Boheme","restaurant","Via Gabbiola","Lazise","Verona","37017","45.4936334","10.7396514"
"La Barraca","restaurant","Via Angelo Messedaglia","Villafranca di Verona","Verona","37062","45.3475308","10.8449918"
"Ristorante Da Angelo","restaurant","Via Crocette di Sopra","Gazzolo","Verona","37040","45.3688587","11.3086676"
"Ristorante Orazia","restaurant","Via Don Francesco Angeleri","Castelletto","Verona","37010","45.6869953","10.7500568"
"Café Bardolino","restaurant","Piazza Giacomo Matteotti","Bardolino","Verona","37011","45.547558","10.7207933"
"Ancora","restaurant","Piazza Giacomo Matteotti","Bardolino","Verona","37011","45.5472482","10.7207046"
"Ristorante da Beppina","restaurant","Via Goffredo Mameli","Bardolino","Verona","37011","45.5482237","10.7194637"
"Doppio zero","restaurant","Via San Marco","Verona","Verona","37138","45.4408001","10.9670766"
"Bar Tratoria La Lanterna","restaurant","Via Santa Giustina","Cologna Veneta","Verona","37044","45.319523","11.3816415"
"Casa Leon d'Oro","restaurant","Piazza Guglielmo Marconi","Bosco Chiesanuova","Verona","37021","45.6226362","11.030429"
"Piccola Mantova","restaurant","Via Aleardo Aleardi","Bosco Chiesanuova","Verona","37021","45.6228571","11.0179253"
"Ristorante Pizzeria Bar Torri","restaurant","Molo Ferruccio de Paoli","Albisano","Verona","37010","45.6086775","10.6852422"
"Eurocina","restaurant","Via Bosco","Palazzolo","Verona","37060","45.4430065","10.819712"
"La Casetta","restaurant","Via Cesarina","Sommacampagna","Verona","37066","45.413457","10.8588028"
"Restaurante Italia","restaurant","Via della Pace","Garda","Verona","37016","45.5801679","10.7219321"
"Bavaria Garda - Birreria Pizza & Stube","restaurant","Via Torrente Gusa","Garda","Verona","37016","45.5789814","10.7294664"
"Trattoria Trota da Luciano","restaurant","Vicoletto Cieco Storione","Verona","Verona","37121","45.4437039","11.0002059"
"Torcolino da Barca","restaurant","Corso Castelvecchio","Verona","Verona","37122","45.4391696","10.9879685"
"Amici Miei Tipicoteca","restaurant","Via Forte Salvi","Peschiera del Garda","Verona","37019","45.434917","10.688973"
"valle dei molini","restaurant","Via Barbassa","San Pietro in Cariano","Verona","37029","45.5164139","10.8885735"
"Il Giardino delle Rane","restaurant","Via Giuseppe Verdi","Garda","Verona","37016","45.5747134","10.7076196"
"Mira Lago","restaurant","Via Benedetto Cairoli","Albisano","Verona","37010","45.6095025","10.6855908"
"Osteria la Barchessa","restaurant","Vicolo Nascimbeni","Albisano","Verona","37010","45.609344","10.685741"
"El Trincero","restaurant","Via Chiesa","Albisano","Verona","37010","45.6102165","10.6863955"
"Bencisto","restaurant","Piazza Guerrieri","Bardolino","Verona","37011","45.5464205","10.7218184"
"Divino","restaurant","Piazza Guerrieri","Bardolino","Verona","37011","45.5463347","10.7215284"
"La Corte Sconta - osteria e pizza","restaurant","Corso Milano","Verona","Verona","37138","45.4464702","10.9507031"
"Casamatta Bistrot","restaurant","Corso Porta Nuova","Verona","Verona","37122","45.4355436","10.9905345"
"La Rosa","restaurant","Via Pezze","Cavaion Veronese","Verona","37010","45.5355998","10.7655019"
"Vienna Pizza e Cucina","restaurant","Località Fornaci","Peschiera del Garda","Verona","37019","45.4527007","10.666468"
"Pasta Salame","restaurant","Via Trenta Maggio","Peschiera del Garda","Verona","37019","45.4378706","10.6932831"
"La Lasagna","restaurant","Via Proale","Negrar di Valpolicella","Verona","37024","45.568435","10.958836"
"Leon d‘Oro","restaurant","Vicolo Pallone","Verona","Verona","37121","45.4361982","10.9975111"
"Pizzeria da Michele","restaurant","Stradone Porta Palio","Verona","Verona","37122","45.4382064","10.9855916"
"Ru Yi","restaurant","Stradone Porta Palio","Verona","Verona","37122","45.4373579","10.9848563"
"Latteria","restaurant","Via Cappelletta","Verona","Verona","37121","45.4469349","10.9995044"
"Don Pedro","restaurant","Via Imbarcadero","Castelletto","Verona","37010","45.6876959","10.7498835"
"Trattoria Aurora","restaurant","Via Antonio Pacinotti","Verona","Verona","37136","45.4065093","10.9720071"
"Aristotele da Nunzio","restaurant","Via Casella","Malcesine","Verona","37018","45.7650497","10.8078746"
"Agriturismo Cascina Mondator","restaurant","Strada del Tamburino Sardo","Sommacampagna","Verona","37066","45.3792602","10.815034"
"La Pergola","restaurant","Via Nazario Sauro","Trevenzuolo","Verona","37060","45.2587695","10.9416021"
"","restaurant","Str 6","Lazise","Verona","37017","45.4803124","10.7227975"
"La Capannina","restaurant","Lungolago della Guglia","Pacengo","Verona","37017","45.4701346","10.7147499"
"Tao","restaurant","Lungadige Bartolomeo Rubele","Verona","Verona","37121","45.4423316","11.000647"
"Al Mascheroni","restaurant","Via Ponte Pietra","Verona","Verona","37121","45.4459923","10.9993742"
"Pizza Lab","restaurant","Viale Andrea Palladio","Verona","Verona","37138","45.4339084","10.9711405"
"Pizzeria Guglielmo Vuolo","restaurant","Corso Milano","Verona","Verona","37138","45.445328","10.956851"
"Pizzeria Saporè","restaurant","Via Venti Settembre","San Martino Buon Albergo","Verona","37036","45.4225645","11.0921637"
"Du Schei","restaurant","Interrato dell'Acqua Morta","Verona","Verona","37129","45.4439675","11.0042615"
"Pastificio Remelli","restaurant","Via Alessandro Sala","Valeggio sul Mincio","Verona","37067","45.3528258","10.7349209"
"Il Gargano","restaurant","Via della Pace","Villafranca di Verona","Verona","37062","45.3538497","10.8398425"
"Osteria Altomincio","restaurant","Via del Garda","Valeggio sul Mincio","Verona","37067","45.4028292","10.7211131"
"Locanda Don Giulio","restaurant","Corso Vittorio Emanuele Secondo","Villafranca di Verona","Verona","37069","45.3536228","10.8457508"
"Pizza Mania","restaurant","Via Quattro Novembre","Tregnago","Verona","37039","45.5125337","11.1668464"
"Corte Scaligera","restaurant","Via Mediana","Mozzecane","Verona","37060","45.3051287","10.8443888"
"Trattoria al Ponte","restaurant","Via Compagnie","Pradelle","Verona","37060","45.2820121","10.8728936"
"Family Pizza, pizza al taglio e tonda","restaurant","Via Giuseppe Mazzini","Tregnago","Verona","37039","45.5121502","11.1619644"
"Trattoria Pizzeria All'Olmo","restaurant","Via Gombion","Caldiero","Verona","37042","45.4023689","11.1652508"
"Maccheroni","restaurant","Via Padania","Oppeano","Verona","37050","45.2968038","11.1690264"
"Trattoria La Gherla","restaurant","Località Gherla","Valeggio sul Mincio","Verona","37067","45.3602214","10.7728266"
"Trattoria Al Bersagliere","restaurant","San Rocco","Sona","Verona","37060","45.4071135","10.7781611"
"Locanda Al Pigno","restaurant","Via Rosolotti","Sona","Verona","37060","45.399986","10.7736335"
"Volo Leggero","restaurant","Via Corte Casalino","Isola Rizza","Verona","37050","45.2626605","11.1925097"
"Lago Rosa","restaurant","Via Muri","Borgo Bonavicina","Verona","37050","45.2181373","11.2058378"
"Pizza Punto e a Capo","restaurant","Piazza Roma","Sommacampagna","Verona","37066","45.4076162","10.8428514"
"Agriturismo San Francesco","restaurant","Via Lanzetti","Valeggio sul Mincio","Verona","37067","45.378263","10.7317148"
"Albergo Merica","restaurant","Via Rezzola","Sommacampagna","Verona","37066","45.4164661","10.8639949"
"Ca del Pea","restaurant","Via Pezzarara","Sommacampagna","Verona","37066","45.3968088","10.8255071"
"Hostaria Marsala 2","restaurant","Via Marsala","Valeggio sul Mincio","Verona","37067","45.3535667","10.734122"
"Locanda Vecchia Custoza","restaurant","Via Bellavista","Sommacampagna","Verona","37066","45.3720256","10.7939081"
"Il Pigno Restaurant & Hotel","restaurant","Via Pigno","Affi","Verona","37010","45.5619663","10.7781525"
"Al Re del Tortellino","restaurant","Via Roma","Valeggio sul Mincio","Verona","37067","45.3536588","10.7347495"
"La Chiusina","restaurant","Via Raffaello Sanzio","Valeggio sul Mincio","Verona","37067","45.3535927","10.7247845"
"Al Fornello","restaurant","Località Fornello","Valeggio sul Mincio","Verona","37067","45.3718594","10.7369899"
"Posta Vecia","restaurant","Via Strà","Colognola ai Colli","Verona","37030","45.4172793","11.1673252"
"La Raìsa","restaurant","Piazza Corrubbio","Verona","Verona","37123","45.4413144","10.9795362"
"Pescheria gastronomia Corallo","restaurant","Piazzale Vittorio Veneto","Valeggio sul Mincio","Verona","37067","45.353985","10.7369287"
"Trattoria tre Colli","restaurant","Via Pigno","Sommacampagna","Verona","37066","45.4081102","10.8427051"
"Osteria del Fil de Fero","restaurant","Piazza Carlo Alberto","Sommacampagna","Verona","37066","45.4072113","10.8399809"
"BIP - Bella Italia Pesce","restaurant","Via Sebino","Peschiera del Garda","Verona","37019","45.4416661","10.7032729"
"Pizzeria da Nico","restaurant","Contrada Villanova","Erbezzo","Verona","37020","45.6499294","10.9835794"
"Mammamia","restaurant","Corso Giuseppe Garibaldi","Villafranca di Verona","Verona","37069","45.351491","10.8453444"
"Hawaii Poke Villafranca","restaurant","Corso Giuseppe Garibaldi","Villafranca di Verona","Verona","37069","45.3515196","10.8452779"
"Civico2","restaurant","Corso Giuseppe Garibaldi","Villafranca di Verona","Verona","37062","45.3515634","10.8445043"
"Trattoria Al Mercato","restaurant","Via Cesarina","Sommacampagna","Verona","37066","45.4120882","10.8610332"
"In Granum","restaurant","Via Dante Alighieri","Bussolengo","Verona","37012","45.4705548","10.8472185"
"Catullo","restaurant","Vicolo Virgilio","Bardolino","Verona","37011","45.5473148","10.7192874"
"Ristorante Pizzeria alla Torre di Pai","restaurant","Via Giosuè Carducci","Pai di Sotto","Verona","37010","45.6548772","10.7228266"
"Treccani","restaurant","Via Don Quirico Turazza","Malcesine","Verona","37018","45.7628761","10.8075428"
"La Colombara","restaurant","Via Croce Gaium","Rivoli Veronese","Verona","37010","45.5525628","10.825578"
"Trattoria Bell’Arrivo","restaurant","Corso Dante Alighieri","Albisano","Verona","37010","45.6084629","10.6858438"
"Osteria Barcarol","restaurant","Località Garberia","Bussolengo","Verona","37012","45.4938219","10.8222673"
"Osteria Colomba","restaurant","Via Giuseppe Garibaldi","Rubiana","Verona","37013","45.6061102","10.7942532"
"Boccadoro","restaurant","SR62","Mozzecane","Verona","37060","45.3206262","10.8293564"
"Il Chiostro","restaurant","Corso Cesare Battisti","Sanguinetto","Verona","37058","45.1802167","11.1526055"
"Lo Sfizio","restaurant","Galleria Brennero","Cerea","Verona","37053","45.1874103","11.2304785"
"Sushi Kokori","restaurant","Galleria Frejus","Cerea","Verona","37053","45.1873478","11.2279383"
"","restaurant","SR10","Legnago","Verona","37045","45.1853813","11.2572204"
"Al Basilico","restaurant","SR10","Legnago","Verona","37045","45.1862548","11.2571308"
"Old Wild West","restaurant","SR10","Legnago","Verona","37045","45.1863132","11.2552311"
"Pergola","restaurant","SR10","Legnago","Verona","37045","45.1860465","11.2594322"
"Pizzeria la Nespola","restaurant","Via Strada Nuova","Negrar di Valpolicella","Verona","37024","45.5024284","10.9309556"
"Ai Capitani","restaurant","Piazza Catullo","Garda","Verona","37016","45.5755969","10.7065492"
"Ristorante Pizzeria Al ritrovo","restaurant","Via San Vito","Negrar di Valpolicella","Verona","37024","45.5148454","10.9374745"
"Hard Rock Cafe","restaurant","Piazza Bra","Verona","Verona","37121","45.4388126","10.9917821"
"Il Roccolo Pizza e Vino","restaurant","Strada Provinciale 16","Tregnago","Verona","37030","45.518581","11.1425963"
"TaioTaio","restaurant","Vicolo Stefano Zenari","Soave","Verona","37038","45.423735","11.2479885"
"Pizzeria Al Sole","restaurant","Via Imbarcadero","Castelletto","Verona","37010","45.6869211","10.7495463"
"Hotel Remàt","restaurant","Piazza Catullo","Garda","Verona","37016","45.5757331","10.706406"
"Speedy Pizza Bardolino","restaurant","Via Molini","Bardolino","Verona","37011","45.5471998","10.7279548"
"Ristorante la Taverna da Stefano","restaurant","Via Pai di Sotto","Pai di Sotto","Verona","37010","45.6540694","10.7226048"
"Spriz Bar","restaurant","Piazza Betteloni","Bardolino","Verona","37011","45.5480075","10.7208535"
"Al Gabbiano","restaurant","Piazza Guerrieri","Bardolino","Verona","37011","45.5459821","10.7224756"
"Trattoria Villa","restaurant","Strada Villa","Cavaion Veronese","Verona","37010","45.5345809","10.7525918"
"Ristorante Da Bianca","restaurant","Via Gardesana","Malcesine","Verona","37018","45.7885121","10.8236724"
"Trattoria La Pesa","restaurant","Via Poiano","Verona","Verona","37142","45.4737673","11.0168422"
"Toki Sushi Verona","restaurant","Corso Milano","Verona","Verona","37138","45.4461551","10.9532095"
"Alle Due Colonne","restaurant","Via Ugo Sesini","Verona","Verona","37138","45.4454224","10.9541292"
"Marechiaro","restaurant","Via Sant'Antonio","Verona","Verona","37122","45.4369314","10.9888833"
"Città d'Oro","restaurant","Via Sant'Antonio","San Martino Buon Albergo","Verona","37036","45.4258417","11.076858"
"Dream Ristorante Pizzeria & Bar","restaurant","Via Lazise","Pacengo","Verona","37017","45.4747702","10.7252523"
"La zattera sul lago","restaurant","Via Lavesino","Magugnano","Verona","37010","45.7106592","10.7679798"
"Pizza al taglio","restaurant","Via Guglielmo Marconi","Verona","Verona","37122","45.4368933","10.9871458"
"L'altra Idea Ristorante-Pizzeria","restaurant","Via Pissarole","Lazise","Verona","37017","45.500651","10.7531057"
"Al Fogolar","restaurant","Piazza della Vittoria","Bussolengo","Verona","37012","45.4752694","10.8472033"
"Stella d'Italia","restaurant","Piazza Carlo Alberto","Pastrengo","Verona","37010","45.4922856","10.7994736"
"Pizzeria Restaurante Olimpia","restaurant","Via per Vilmezzano","Vilmezzano","Verona","37013","45.6091727","10.8039981"
"Osteria Due Mori","restaurant","Corso Sant'Anastasia","Verona","Verona","37121","45.4444593","10.9985289"
"Ristorante Maffei","restaurant","Piazza delle Erbe","Verona","Verona","37121","45.4436793","10.9966963"
"Della Ragione","restaurant","Piazza delle Erbe","Verona","Verona","37121","45.4427144","10.997786"
"Alcova del Frate","restaurant","Via Ponte Pietra","Verona","Verona","37121","45.4468484","10.9995711"
"Trattoria Reale","restaurant","Via Fama","Verona","Verona","37121","45.4433737","10.99547"
"Paradiso perduto","restaurant","Via Posterna","Malcesine","Verona","37018","45.7657293","10.8084069"
"L'angolo di Cavour","restaurant","Via Roma","Verona","Verona","37122","45.4394909","10.9887149"
"White Monkey","restaurant","Via Sant'Egidio","Verona","Verona","37121","45.4453963","10.9948241"
"Tokyo","restaurant","Via Carlo Cattaneo","Verona","Verona","37122","45.4394113","10.9912372"
"Ristorante Rubiani","restaurant","Piazzetta Scalette Rubiani","Verona","Verona","37121","45.4399684","10.9934851"
"Castle Time","restaurant","Via Roma","Verona","Verona","37122","45.4388897","10.9893098"
"Inka","restaurant","Via Guglielmo Oberdan","Verona","Verona","37121","45.4412371","10.9933057"
"Oblò","restaurant","Via Guglielmo Oberdan","Verona","Verona","37121","45.4415908","10.99304"
"Demos","restaurant","Via Roma","Verona","Verona","37122","45.438757","10.9907791"
